record_id,feature_1,feature_2,success,split
86,0.0075470802723938,0.170995513942536,0,train
107,0.3660214472481246,0.531596243829064,1,train
67,-0.2033491383945584,-0.7896443817288501,1,train
159,-1.771726555102153,-0.5123825891381801,1,train
105,0.1221888559649432,-1.014405574517355,0,train
121,0.4292169590436838,-0.892793268783839,0,train
140,-0.8773841377983873,0.4550834628751101,0,train
79,0.0977793108443563,2.511082373702184,1,train
125,0.0777861796558654,-0.0592228038680941,0,train
6,-0.2473038219881845,0.7194406781853278,0,train
42,0.8430045749240583,-0.5066567175591229,0,train
102,-0.1595956330434021,-0.5639269440512877,0,train
135,-0.1118730855950537,0.1780697553760398,0,train
61,2.499647141912049,-0.1074729545580879,0,train
101,-1.2851365294184347,-0.1139893081330622,1,train
29,-0.3611505786282483,-0.3341660772180512,0,train
2,1.3182500241810684,0.385629249998389,1,train
53,2.024827715003513,-1.0629706837475943,0,train
146,0.0849285377623581,0.6574750997519162,0,train
82,0.2600550542500467,0.976356295342398,1,train
44,-1.1936522904412012,-0.3400969906062227,1,train
89,2.6128529070721185,1.0832325419401143,1,train
12,0.318298439352904,1.480763419858435,1,train
20,-1.4498739364757562,-0.530854904621622,1,train
55,0.8609809399519063,0.3537032385413494,1,train
94,-0.3328748962507801,0.3448293961674658,1,train
37,-0.7354457743627153,0.6988227448389438,0,train
41,-1.610224331010523,1.0845605588518257,0,train
14,-1.4804236275921896,0.3432363675742628,0,train
133,-1.601787701176551,2.118804070102688,0,train
66,0.9248362579408632,0.1162865067670963,1,train
64,-0.3342952404241825,-0.3544524150979252,0,train
123,-0.0420962867266229,0.7258067220827112,1,train
25,-0.0367712429445977,0.6335944644542391,0,train
145,0.8514968812412,0.2684882419657259,1,train
52,-0.8936434154830173,-0.919047029962896,1,train
39,-0.6866741120790538,-0.0015044670379158,1,train
81,-1.9069414995045355,-1.5195110137903052,1,train
91,0.2411376385885911,-1.2898772197929025,0,train
111,1.5565333740979994,1.124406837228961,1,train
65,-2.209276174952708,2.590132165299634,0,train
16,-0.3671374972389881,-0.8055600446794365,1,train
143,0.0589353590229744,-1.7931824180543972,0,train
63,-0.012383282080929,-0.6927049513484409,1,train
43,-1.020203904417219,-0.1855466257096944,1,train
147,0.9197622559268188,1.7089095991597132,1,train
129,-0.0221461938999127,0.9393318676256392,0,train
34,-0.9536324496718004,-1.07348948063148,1,train
106,0.7065164385024355,-0.2351061973736503,0,train
132,1.5159204065480982,0.0523470790231353,1,train
84,-1.2277384405743208,0.256434848228616,0,train
18,0.8908394462458891,-0.2621314629648405,0,train
5,0.4321068613377388,-0.3568393574033509,0,train
120,-0.9669110793525206,0.3935710713546423,0,train
26,-0.125903192963739,1.0285554273542712,1,train
109,-1.391477754463506,0.9516989121641768,0,train
153,-0.3766682516719827,-0.8190875247325766,1,train
113,-0.9558816529403455,0.9641676674228252,0,train
144,-0.8577885375379697,0.3729998359697049,0,train
108,0.2053262383967149,0.9910404617440158,1,train
128,-0.5262386979768381,0.2322282371772858,1,train
116,-0.9622686699630216,0.4538064407814815,0,train
69,0.4792725590812196,-1.3874951680999683,0,train
122,0.612671144108547,0.3558124292565846,1,train
152,0.0285923981834386,-1.472240175171709,1,train
104,1.8032219405855616,-2.3669413655499887,0,train
22,0.2359497413805652,0.4618547322716259,1,train
124,-0.3127966965882807,-0.2841579822273157,1,train
68,0.949621715476415,-0.1868559854652908,0,train
138,-1.4614338387338917,-0.0968598918075423,1,train
90,0.7264273559501742,1.6635005917178431,1,train
7,0.7043159938619936,-0.4939342302351804,0,train
46,1.1662884363547947,-0.2226205287093431,0,train
13,-0.9501235216099734,1.2586181429890126,0,train
103,-0.2452541460524047,-0.7631817772148304,1,train
83,-2.170190238668888,1.1172437209364223,0,train
142,0.13264485194458,-0.1169134164283958,0,train
58,-0.7269383253215163,-1.1166060472205357,1,train
54,0.2363951749099641,-0.7152122320787201,0,train
80,-0.4554031985964085,-2.47685411921746,1,train
154,-0.0352142333485432,0.3477583250566702,0,train
60,-1.03740077070428,-0.4190734003279602,1,train
33,0.5743514885621694,-2.683103555466855,0,train
27,0.6666366521512817,0.8758194707912133,1,train
126,1.142166871287435,-2.373945235389359,0,train
112,1.983906260402673,-2.250591833413329,0,train
137,1.0021493076522272,-0.566389865708578,0,train
110,-0.218942449625786,0.3806443773238787,1,train
100,0.0884632009273413,-0.7572771271592771,0,train
51,-1.4976665985180715,-0.2709720411793551,1,train
114,-1.130678125936227,-0.1825928138133361,1,validation
4,-0.5162294444924808,0.5804849213397179,0,validation
118,-0.10050634112829,0.1415574756124382,1,validation
32,0.7274748296203505,1.1620957720506857,1,validation
148,0.416161651662968,-0.617898809061064,0,validation
96,-1.1155186762678089,-0.4314497156346835,1,validation
11,1.9439627746249155,1.537109976128164,1,validation
57,1.1377169165755536,-0.9316998851391716,0,validation
23,0.272407910464796,-0.6779301162200867,0,validation
9,1.6792074674884705,-0.2242908783928769,0,validation
99,-1.3389389586186435,0.7993935284932526,0,validation
75,0.0417690294522478,-0.6179033056301174,0,validation
73,1.0674245093302333,0.0616463711283623,0,validation
19,-1.2460043473128628,0.6739972418852872,0,validation
56,0.1274277181041873,-0.0761671400592091,0,validation
136,-1.240717357266528,-0.4722427659931478,1,validation
47,0.3694155619109898,1.3858304929992982,1,validation
59,1.334546412220603,-0.2935663794448887,0,validation
93,0.5680313489899385,0.847296954372218,1,validation
158,-0.5475362446940503,0.957765528963622,0,validation
35,-1.2075111797268347,-0.4077676482371872,1,validation
15,1.064876469210243,0.2236321416487718,1,validation
50,1.553666722804394,0.6855270035798681,1,validation
3,1.8272586275861753,0.0317437591517664,0,validation
28,0.3484229955590589,1.6400038821107277,1,validation
156,1.2932844357111286,-0.2788844254279498,0,validation
78,2.921139507657893,0.8168344872544508,1,validation
30,-0.5918599835407998,0.610962701968474,0,validation
62,0.8500205977374702,0.4651818264795043,1,validation
31,-0.6224002707066544,-0.6445326365001358,1,validation
72,0.0353336371104996,1.1051905403205458,0,test
157,0.7214635410570496,-1.4895076996078205,0,test
139,0.0062688357341782,-0.2206252724561432,0,test
10,1.337277430495411,0.4174655938071864,1,test
49,-0.1568985005454348,0.2819811793653645,0,test
76,0.4564788474887454,0.4323228618761901,1,test
127,-0.3104735529634693,-2.0149561047575175,1,test
85,0.463919602174066,0.4323298336905977,1,test
130,0.2866276607088688,-2.7768745606713137,0,test
48,-1.3359375572222492,-0.3474779946498251,1,test
1,0.9580639753088468,0.0696372276609448,1,test
0,1.8267565599574231,-3.0783319101980338,0,test
115,1.7078758612485556,0.8746999899786561,1,test
71,-0.2896288646893833,0.7999549486302511,0,test
17,-0.3428000151424468,1.051125142503177,0,test
92,-2.23985985733975,1.2765709163818362,0,test
98,-2.58142946001913,-2.293955187945487,1,test
77,-0.8890266047821327,-0.1114878979154479,1,test
40,0.434537179814169,-1.9113065771604512,0,test
74,-0.559585430021553,0.2867541614425335,0,test
97,1.385110615586996,-1.089961064286938,0,test
38,0.0691717294395062,0.1206811286607058,0,test
87,-1.139820149948546,0.2782168903964448,0,test
149,0.4332885593818522,-1.994313337409666,0,test
119,-1.5005136959043504,0.1265124184084675,0,test
155,-0.9762750527390194,0.7236144996200846,0,test
117,0.6453005002956944,0.067376386015009,1,test
36,1.8175432337026305,-0.3073985537659124,0,test
150,0.0202283398831491,-0.4773692452515349,1,test
70,0.3784765367574817,2.000301160167004,1,test
134,-2.1530353066668972,0.250243165895936,0,test
