record_id,width_cm,weight_kg,price_yen
0,37.524733743253385,2.281489858959487,6462.8657373762035
1,58.402588285782734,9.469847208133704,20512.295720052167
2,35.67961153619284,2.7242478271437083,6568.330312418845
3,35.378742312543224,3.5733416821510007,7976.960784274043
4,40.49667721787873,2.447674182436538,5907.355529172908
5,36.91623739769718,2.0818733456349916,6045.284047002589
6,50.11337228318354,2.9920434571509835,10829.483082926323
7,33.452381463703425,9.37077788530799,12204.190246411332
8,56.889281211140414,7.5642373145762685,16947.59338405671
9,55.74391467251726,5.240228766469217,15198.00004674275
10,30.084810965598603,2.052657774194083,5394.363818351489
11,46.24398485156383,8.626837284882274,14882.98444762533
12,33.2055382207122,5.879159196297188,10232.440286608758
13,37.73864876282971,8.830419570610967,12587.87259436836
14,42.50688121899308,6.033593851608768,9833.979291751843
15,43.60848365559829,2.626915620041534,8098.417495670888
16,44.04439772831702,2.5899839866555476,7748.960142927175
17,57.82550102616979,8.31851371036794,19638.45673062737
18,37.76313268266451,3.779562532100356,9019.14316595048
19,35.63670632353614,3.201427382158146,7389.465412613613
20,50.115314221635,5.2738647027308465,14013.88653343076
21,58.398561100559334,4.092022738412916,16656.336595167966
22,57.68432626331254,4.2138912445131425,15874.63905094821
23,56.40749999770421,8.346948823612674,17969.66558531583
24,31.930670877708444,5.754788712102379,9341.917512852064
25,58.10088374787401,9.966400279430264,20062.843520259346
26,49.47721107163426,2.786659842846343,10992.179078353352
27,56.14667536575889,4.355796122507005,14899.942447979849
28,42.242954041679525,9.050328506452576,14543.514881828052
29,36.58169803525015,5.482897769128111,9619.935157917103
30,53.789102306840796,8.15627574403681,15917.295224968588
31,49.849034129753505,5.464592912025926,13330.580424852462
32,53.365202760662164,5.247492866282278,14826.761027510538
33,36.040340937053095,9.088077562933162,13629.6558532688
34,34.030552118951775,4.509804057524913,7725.794166318186
35,52.90875268913014,6.371518905357371,14517.08198091958
36,30.606861711302596,6.51650522872911,9995.682659862632
37,58.368020438958176,2.3464892821367496,13614.170299219904
38,34.052635875277964,2.791447040209718,5937.50114992597
39,48.00330856588803,3.8886615835193474,10169.429081504832
40,42.570211440344046,2.021803937065675,9037.5362703658
41,39.716851564022285,7.466264870745512,11364.164004764865
42,35.107388146908136,6.628934701589433,9692.279674246078
43,53.41148403879314,4.7360081640964955,13544.305502419866
44,57.43573761766776,5.353005391125256,16412.443704034744
45,51.86614145583621,2.3277845548639835,11714.673342150649
46,48.008543627011605,5.207658525197437,12560.016236429456
47,51.34361610895767,8.73026673310941,16948.039075222518
48,46.08265819533471,2.3027896120907583,8747.328955771854
49,46.747960254088916,7.225174108470872,13463.04346085557
