record_id,feature_1,feature_2,success
0,1.8267565599574231,-3.0783319101980338,0
1,0.9580639753088469,0.06963722766094482,1
2,1.3182500241810684,0.385629249998389,1
3,1.8272586275861753,0.0317437591517664,0
4,-0.5162294444924808,0.5804849213397179,0
5,0.43210686133773885,-0.35683935740335093,0
6,-0.24730382198818454,0.7194406781853278,0
7,0.7043159938619936,-0.4939342302351804,0
8,-0.3677137240199963,-1.8067903895865323,1
9,1.6792074674884705,-0.2242908783928769,0
10,1.337277430495411,0.4174655938071864,1
11,1.9439627746249157,1.537109976128164,1
12,0.318298439352904,1.480763419858435,1
13,-0.9501235216099734,1.2586181429890126,0
14,-1.4804236275921896,0.3432363675742628,0
15,1.064876469210243,0.22363214164877185,1
16,-0.3671374972389881,-0.8055600446794365,1
17,-0.3428000151424468,1.051125142503177,0
18,0.8908394462458891,-0.2621314629648405,0
19,-1.2460043473128628,0.6739972418852872,0
20,-1.4498739364757562,-0.530854904621622,1
21,-0.7348283771922636,0.7432652102376149,0
22,0.23594974138056524,0.46185473227162593,1
23,0.27240791046479607,-0.6779301162200867,0
24,0.535475983047878,1.4124603684044394,1
25,-0.03677124294459777,0.6335944644542391,0
26,-0.125903192963739,1.0285554273542712,1
27,0.6666366521512817,0.8758194707912133,1
28,0.3484229955590589,1.6400038821107275,1
29,-0.3611505786282483,-0.33416607721805125,0
30,-0.5918599835407998,0.610962701968474,0
31,-0.6224002707066544,-0.6445326365001358,1
32,0.7274748296203505,1.1620957720506857,1
33,0.5743514885621694,-2.683103555466855,0
34,-0.9536324496718003,-1.07348948063148,1
35,-1.2075111797268347,-0.4077676482371872,1
36,1.8175432337026303,-0.3073985537659124,0
37,-0.7354457743627153,0.6988227448389438,0
38,0.06917172943950622,0.12068112866070582,0
39,-0.6866741120790538,-0.0015044670379158913,1
40,0.43453717981416906,-1.9113065771604514,0
41,-1.610224331010523,1.0845605588518257,0
42,0.8430045749240583,-0.5066567175591229,0
43,-1.020203904417219,-0.18554662570969443,1
44,-1.1936522904412012,-0.3400969906062227,1
45,1.651100423975727,0.1320718435065325,1
46,1.1662884363547947,-0.22262052870934315,0
47,0.3694155619109898,1.3858304929992982,1
48,-1.3359375572222492,-0.34747799464982515,1
49,-0.1568985005454348,0.28198117936536454,0
50,1.553666722804394,0.6855270035798681,1
51,-1.4976665985180717,-0.2709720411793551,1
52,-0.8936434154830173,-0.919047029962896,1
53,2.024827715003513,-1.0629706837475945,0
54,0.23639517490996417,-0.7152122320787201,0
55,0.8609809399519063,0.35370323854134944,1
56,0.1274277181041873,-0.07616714005920917,0
57,1.1377169165755536,-0.9316998851391717,0
58,-0.7269383253215163,-1.1166060472205357,1
59,1.334546412220603,-0.2935663794448887,0
60,-1.03740077070428,-0.4190734003279602,1
61,2.499647141912049,-0.10747295455808797,0
62,0.8500205977374702,0.4651818264795043,1
63,-0.012383282080929063,-0.6927049513484409,1
64,-0.33429524042418257,-0.3544524150979252,0
65,-2.209276174952708,2.590132165299634,0
66,0.9248362579408633,0.11628650676709631,1
67,-0.20334913839455843,-0.7896443817288501,1
68,0.949621715476415,-0.18685598546529084,0
69,0.47927255908121963,-1.3874951680999685,0
70,0.3784765367574817,2.000301160167004,1
71,-0.28962886468938337,0.7999549486302511,0
72,0.03533363711049965,1.1051905403205458,0
73,1.0674245093302333,0.06164637112836233,0
74,-0.559585430021553,0.2867541614425335,0
75,0.04176902945224784,-0.6179033056301174,0
76,0.45647884748874545,0.4323228618761901,1
77,-0.8890266047821327,-0.1114878979154479,1
78,2.921139507657893,0.8168344872544508,1
79,0.09777931084435634,2.511082373702184,1
80,-0.45540319859640854,-2.47685411921746,1
81,-1.9069414995045355,-1.5195110137903052,1
82,0.2600550542500467,0.976356295342398,1
83,-2.170190238668888,1.1172437209364225,0
84,-1.2277384405743208,0.25643484822861606,0
85,0.463919602174066,0.43232983369059774,1
86,0.0075470802723938074,0.17099551394253604,0
87,-1.139820149948546,0.27821689039644487,0
88,0.979652364759179,0.9262226307647625,1
89,2.6128529070721185,1.0832325419401145,1
90,0.7264273559501742,1.6635005917178431,1
91,0.24113763858859116,-1.2898772197929023,0
92,-2.23985985733975,1.2765709163818362,0
93,0.5680313489899385,0.847296954372218,1
94,-0.3328748962507801,0.34482939616746583,1
95,1.8823816030932006,0.33483420185153473,1
96,-1.1155186762678087,-0.43144971563468354,1
97,1.385110615586996,-1.089961064286938,0
98,-2.58142946001913,-2.293955187945487,1
99,-1.3389389586186435,0.7993935284932526,0
100,0.08846320092734136,-0.7572771271592771,0
101,-1.2851365294184347,-0.11398930813306221,1
102,-0.1595956330434021,-0.5639269440512877,0
103,-0.24525414605240478,-0.7631817772148304,1
104,1.8032219405855618,-2.3669413655499887,0
105,0.12218885596494325,-1.014405574517355,0
106,0.7065164385024355,-0.23510619737365038,0
107,0.36602144724812463,0.531596243829064,1
108,0.2053262383967149,0.9910404617440158,1
109,-1.391477754463506,0.9516989121641768,0
110,-0.218942449625786,0.38064437732387874,1
111,1.5565333740979994,1.124406837228961,1
112,1.983906260402673,-2.250591833413329,0
113,-0.9558816529403455,0.9641676674228251,0
114,-1.130678125936227,-0.18259281381333614,1
115,1.7078758612485556,0.8746999899786561,1
116,-0.9622686699630217,0.4538064407814815,0
117,0.6453005002956944,0.06737638601500909,1
118,-0.10050634112829009,0.1415574756124382,1
119,-1.5005136959043504,0.12651241840846753,0
120,-0.9669110793525206,0.39357107135464237,0
121,0.42921695904368384,-0.892793268783839,0
122,0.612671144108547,0.3558124292565846,1
123,-0.04209628672662296,0.7258067220827112,1
124,-0.31279669658828074,-0.28415798222731575,1
125,0.07778617965586546,-0.059222803868094115,0
126,1.142166871287435,-2.373945235389359,0
127,-0.3104735529634693,-2.0149561047575175,1
128,-0.5262386979768381,0.2322282371772858,1
129,-0.022146193899912747,0.9393318676256391,0
130,0.2866276607088688,-2.7768745606713137,0
131,-1.1583429548412214,1.5136624934334706,0
132,1.5159204065480982,0.05234707902313534,1
133,-1.601787701176551,2.118804070102688,0
134,-2.1530353066668972,0.25024316589593604,0
135,-0.11187308559505371,0.17806975537603983,0
136,-1.240717357266528,-0.4722427659931478,1
137,1.0021493076522272,-0.566389865708578,0
138,-1.4614338387338917,-0.09685989180754231,1
139,0.006268835734178283,-0.22062527245614327,0
140,-0.8773841377983873,0.4550834628751101,0
141,-0.21320793667014518,-1.2648979159843472,1
142,0.13264485194458006,-0.11691341642839587,0
143,0.05893535902297446,-1.7931824180543972,0
144,-0.8577885375379697,0.37299983596970493,0
145,0.8514968812412,0.26848824196572596,1
146,0.08492853776235817,0.6574750997519162,0
147,0.9197622559268187,1.7089095991597132,1
148,0.416161651662968,-0.617898809061064,0
149,0.43328855938185223,-1.994313337409666,0
150,0.02022833988314914,-0.4773692452515349,1
151,-0.05159262496450286,0.46636249718118594,1
152,0.028592398183438686,-1.472240175171709,1
153,-0.3766682516719827,-0.8190875247325766,1
154,-0.035214233348543234,0.34775832505667026,0
155,-0.9762750527390194,0.7236144996200846,0
156,1.2932844357111286,-0.2788844254279498,0
157,0.7214635410570496,-1.4895076996078205,0
158,-0.5475362446940503,0.9577655289636221,0
159,-1.771726555102153,-0.5123825891381801,1
