record_id,u1,u2,u3,s1,s2,s3
0,-0.5540860670813113,-0.8408110850785082,-0.9641940379581644,-0.9011531165254043,-1.1375763338508538,-1.1724189022434626
1,0.48128123282164675,0.5326137304092833,0.2859979527798809,0.05290260057168483,0.6371964220579786,0.3263880095890794
2,-2.174404855129163,-1.692123803962148,-1.6215978725353437,-0.9033572253103677,-0.6749754232431473,-0.3748158838346153
3,0.6685135254193126,1.304939633754878,1.3224125399137558,1.4376292328798472,0.024114576869314064,0.2891365043096156
4,1.367405792120434,-0.13105487783918934,1.0540224826356468,0.871138995607867,1.5488876969195564,0.9743907414111332
5,-0.7598085461697197,-1.135922666465317,-1.4918501853042403,-0.49246095605867435,-1.5250422180458836,-1.7630979716319324
6,0.6807831694518818,0.4134596231284937,0.07268892278106326,0.29165801342863507,0.7588364945311719,-0.428622212000652
7,0.14873054765032345,0.4622941799731325,0.09173062696730394,0.22158678418189665,-0.5511359593387051,0.7668244591526381
8,0.19574039041844626,-0.1254366938219398,-0.25497197898846385,0.33630215514863515,0.17171882511832645,-0.3253224796040042
9,-1.3665734534602811,-0.9206535747154025,-0.5604392867452995,0.48414090713319297,0.04296558211447782,-0.2130674434998503
10,-1.8157397971404479,-1.6802820860051204,-2.382442574324812,-2.1995944830166425,-2.0901698285494086,-1.6606836421612976
11,1.4646661367067884,1.1423068536791146,1.3181925289801646,0.747789356934367,0.6104882689207335,0.06469715821785527
12,-0.7949541924468143,-0.3866891216114467,-0.42185267692859274,-0.8412105648281145,-0.2518332552878072,-0.8687351147958866
13,2.154830912939818,1.8719984219270556,2.2657307008899865,-0.07165655651124114,0.0820462579447495,0.14672398405449846
14,0.48849429510568115,0.28648629610813203,0.5898911801028788,0.24040334762796783,0.22191065845918295,-0.02170649036718828
15,0.6579555592408581,0.6925142095618615,0.7095390194327783,-1.1876088182173865,-0.7295521585021162,-0.7878705180338132
16,-0.7955207663053998,-0.35289387474095535,-0.22689688684575365,0.25378388251735085,0.4190977409117798,0.8270039024088989
17,1.3950075449614765,0.9461151460465368,1.8267923164940858,1.3294237769966053,0.9055824400805628,0.9298800779037392
18,-0.4407486462827865,-0.5492164951705878,-0.8121980294869617,-1.7806581242978667,-0.6859003516197788,-0.2814245373645046
19,2.6123522403169552,1.0794162347290905,1.161104658619117,1.0186513781026507,1.391579128954126,0.9514504104856981
20,-0.488793142167071,-0.43899020143545,-0.38882375092192273,0.013382699657932658,0.42145025713355805,-0.5629138247643936
21,0.9685330428136835,0.26268613299345345,-0.1054193589360635,1.338975548739327,0.6016525465951164,0.5789108036184263
22,-1.592562046555023,-1.3552025268342294,-1.6715985018323958,-0.8547847903451498,-0.7843072085248762,-0.2586121353465913
23,1.7144571935401334,1.676869038015828,2.2661913075865496,2.1823788017615295,2.3759567617518647,1.4842454290720801
24,-0.41722225269747715,0.08346749021182567,0.7523423583092879,0.5768557163912242,0.15756306089146363,0.2706794593057247
25,-0.8802044167788857,-0.36823296254391485,-0.2617355229695365,0.24051475489684299,0.14217715054358765,0.6805490997523995
26,0.6660639552119227,0.6548266290639324,1.3127247457319275,1.6138462384340215,0.4734367157021493,0.7179398231589313
27,-1.4749672513048246,-0.6769035575747029,-1.4216055775518934,-0.028602782136063952,0.0604825348562173,-0.7670976667154776
28,0.404122469807615,0.5462946769119517,1.453306053787206,0.26186191466519276,0.22832023726433542,0.8953524914419566
29,-0.3999837201905381,-1.3794898332233982,-0.21725305978161202,-0.3482317828336413,0.6842796812771965,0.5688790126821368
30,0.6450060317300994,0.34352746592201555,0.5182111787234208,-0.16455547313060556,0.6104181803410861,0.221386454012454
31,-0.9062860629207932,-0.3481736025853749,-1.18526901375236,0.5254207827460682,0.2954117074627529,0.797190392849867
32,-1.1035990043883017,-1.805500354132835,-1.449684928170876,-1.3701278937206478,-1.8207838557759195,-0.9112350890648493
33,-1.2533558541265952,-0.7985253426367436,-1.24638102756769,-1.505904058401848,-1.0232913211482866,-0.8643046344013121
34,-1.2333630210662785,-1.3342883302606243,-1.2407358835779856,0.850044409263006,0.5525113292813546,0.16200323495904334
35,0.36726849349756063,0.294467728725247,-0.2501256032551494,0.7030551887823383,-0.1781578920408332,0.39974196879908336
36,0.011946652451989545,0.5766946462235402,0.6143969039880772,0.6269914023081479,0.013126236300013513,-1.1788731738056422
37,0.23854730811044111,0.29205507392300667,0.40068941982045125,-0.6384685996731905,-0.0677860587161778,-0.10394736435057332
38,0.14209735585287941,0.5412550792829892,-0.2601335698767562,-0.54770648503484,-0.06496308807364226,0.22867834891433164
39,0.14485731813636982,0.04074731272652021,-1.2031539828522024,-0.6764863850626035,-0.5379674371738417,-0.05775040433424877
40,0.5144746330684294,0.31814842571909846,0.5656032233113746,0.018760190040201574,-0.30046705530025697,-0.582312321570456
41,1.1551229844048247,1.10160733466779,0.9486155023457346,1.5122510287181037,0.6635225771439862,1.065609179360536
42,0.1499099818315629,0.000529003272432188,-0.4192988785360949,-0.43795313531806856,-0.49792340216379116,-1.1899961714317164
43,-1.2376235111926226,-0.3940724645333324,-0.24206558782347265,-1.37167525763136,-1.1967903079080693,-0.6870820525039956
44,-2.1400968910367797,-0.2836934187023852,-1.445886240052947,-0.5527955019810775,0.6750144656971246,-0.8797224527042962
45,0.19954723224890633,-0.987083242222776,0.20665392513334443,0.6363259932468401,0.4226078672196096,0.5357554355903601
46,0.06904624975362672,-0.4504554387280162,-0.17565838361348907,-1.0149286848808776,-2.6165024240525514,-1.3703947307735773
47,2.071449537675818,1.9766289888363455,1.5609247476406745,0.8780391772179329,1.5064206584110869,0.6274307851472888
48,-1.4225151661297446,-1.1996026838873683,-0.6009484315881225,-0.5719572839632859,0.8966512322639485,0.032793921746455096
49,-1.0590212004572914,-0.8783481537707768,-0.3130012816788026,-1.4734229848741354,-0.8579601710801671,-0.5796525589207504
50,0.18726988278587658,0.10327241806083101,-0.5877120358009442,-0.6209153248945789,-0.05129547928637379,-0.49964277102783394
51,0.18462749301213238,-0.1791386219493296,0.29291901681255617,-0.26427067737305643,0.9326698103160662,-0.2830915489815484
52,-0.23568192678193922,-0.09261729709631757,0.07903722983980621,-1.7368578947800084,-1.380026202016051,-0.8586959944529642
53,-0.7086329436905167,-1.201050122321643,-0.5649779353398816,-1.3254260763269123,-1.0896715222478872,-0.9894067806028023
54,-1.2161328585764926,-0.5502662001064587,-1.0438455361362968,-0.6932888373566581,0.018504146606830682,0.032619397639406356
55,0.49142536430511985,-0.12911536785934008,-1.5745101949410751,0.806095546513328,-0.7589911628504871,0.07257925287695588
56,1.3030359548844168,0.8780149322640164,0.251407336583495,0.47041223006770017,0.35712808876059665,1.0852029197376076
57,-0.3085007992504657,-1.1860014361105158,-0.3926288465673731,-1.194598851116288,-0.39214580717503644,-0.22995087543415438
58,-0.5210473881482268,-0.06867894870906568,-0.2869806648112124,0.2982273011191657,0.49688473538022015,-0.31139327446640785
59,-0.5231509216194351,-0.7426276731250115,-0.9338073700071878,0.3241683161191477,-0.8990654120819822,-0.991763020808494
60,0.942045715035002,0.38335761435792387,0.43655909993572106,1.1091522222626211,0.3915746850597579,0.538984237198123
61,0.5805166136859612,0.16881439647380805,-0.3536031676484084,0.2250146783410093,-0.4364593897601785,-0.26048986296730653
62,-0.956477475052582,-1.5085054767023287,-0.43169278036685765,-0.5406047142569967,-1.1913446493279474,-1.058251669391303
63,1.6473316883633586,2.2862265203643393,1.3656976178903752,2.3885811128174197,2.162246418308328,1.29715567037487
64,0.1567863025264245,-0.33521445554152596,0.08637034321124921,0.8086680100177414,0.09444827358804864,0.3615012651002725
65,-1.307572404095975,-0.6090907691429622,-0.3118088041807,-0.9134248407170581,-1.243344530159939,-0.966200453509825
66,-1.0925720395694611,-0.2794227234162689,-0.5634759554221298,0.7026498772072192,0.14588776313281504,-0.02421376090934145
67,-0.1411602543770178,-0.06126110962121101,-0.6845769527298272,-0.23557952531191262,-0.46730312656774187,0.6030614311709789
68,-0.011403176096826645,0.3750029509712898,-0.11463307549156046,0.4753638545994275,0.09843362043915987,0.7332361232157073
69,0.09175433001725086,0.07769913349379204,0.9442592447471596,-1.1588951615327239,-0.9791081777752431,-1.4183021947446077
